Buchungstag,Valuta,Belegnummer,Buchungstext,Gegenkonto,Betrag (EUR),Währung,Kunde/Lieferant,IBAN,Verwendungszweck
2025-03-23,2025-03-23,BNR-104142,Finanzamt Erstattung,17000,636.2,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Erstattung Finanzamt Köln 2025-03
2024-10-28,2024-10-28,BNR-104143,Finanzamt Zahlung,17000,-1584.18,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Zahlung Finanzamt Köln 2024-10
2025-03-13,2025-03-13,BNR-104144,Miete,69000,-1756.33,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2025-03
2025-03-04,2025-03-04,BNR-104145,Gehalt,60000,-2288.02,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2025-03
2025-03-15,2025-03-15,BNR-104146,Finanzamt Erstattung,17000,1552.57,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Erstattung Finanzamt Köln 2025-03
2025-04-12,2025-04-12,BNR-104147,Finanzamt Zahlung,17000,-727.25,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Zahlung Finanzamt Berlin 2025-04
2024-08-16,2024-08-16,BNR-104148,Reisekosten,67600,-2779.27,EUR,Tom Berger,DE76543210987654321000,Reisekosten Tom Berger 2024-08
2024-10-23,2024-10-23,BNR-104149,Finanzamt Zahlung,17000,-2219.96,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Zahlung Finanzamt Köln 2024-10
2024-11-21,2024-11-21,BNR-104150,Gehalt,60000,-733.05,EUR,Tom Berger,DE62500105170648482300,Gehalt Tom Berger 2024-11
2024-02-22,2024-02-22,BNR-104151,Softwarelizenz,48000,-449.52,EUR,Stromio Business,DE44500105175407324931,Softwarelizenz Stromio Business 2024-02
2024-10-14,2024-10-14,BNR-104152,Zahlungseingang,10000,5994.73,EUR,Meyer & Co KG,DE75512108001245126199,Zahlungseingang Meyer & Co KG 2024-10
2024-11-13,2024-11-13,BNR-104153,Miete,69000,-1472.82,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2024-11
2025-03-21,2025-03-21,BNR-104154,Finanzamt Zahlung,17000,-2426.46,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Zahlung Finanzamt Berlin 2025-03
2025-04-27,2025-04-27,BNR-104155,Softwarelizenz,48000,-776.9,EUR,SAP,DE89370400440532013000,Softwarelizenz SAP 2025-04
2024-08-21,2024-08-21,BNR-104156,Strom,16000,-537.34,EUR,Adobe,DE44500105175407324931,Strom Adobe 2024-08
2025-01-12,2025-01-12,BNR-104157,Miete,69000,-1468.55,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2025-01
2025-04-02,2025-04-02,BNR-104158,Miete,69000,-1785.16,EUR,Cowork Space Berlin,DE62500105170648482300,Miete Cowork Space Berlin 2025-04
2024-09-21,2024-09-21,BNR-104159,Finanzamt Erstattung,17000,778.88,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2024-09
2024-09-06,2024-09-06,BNR-104160,Finanzamt Erstattung,17000,318.44,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2024-09
2024-04-10,2024-04-10,BNR-104161,Finanzamt Zahlung,17000,-2627.52,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Zahlung Finanzamt Köln 2024-04
2024-10-19,2024-10-19,BNR-104162,Finanzamt Zahlung,17000,-2080.9,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Zahlung Finanzamt Berlin 2024-10
2024-09-15,2024-09-15,BNR-104163,Strom,16000,-793.78,EUR,SAP,DE76543210987654321000,Strom SAP 2024-09
2025-05-02,2025-05-02,BNR-104164,Softwarelizenz,48000,-983.36,EUR,Adobe,DE76543210987654321000,Softwarelizenz Adobe 2025-05
2024-07-23,2024-07-23,BNR-104165,Reisekosten,67600,-1988.45,EUR,Lisa Schmidt,DE75512108001245126199,Reisekosten Lisa Schmidt 2024-07
2025-02-13,2025-02-13,BNR-104166,Softwarelizenz,48000,-857.29,EUR,SAP,DE16530601800000001900,Softwarelizenz SAP 2025-02
2024-09-20,2024-09-20,BNR-104167,Miete,69000,-1856.52,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-09
2024-05-26,2024-05-26,BNR-104168,Gehalt,60000,-3117.08,EUR,Tom Berger,DE89370400440532013000,Gehalt Tom Berger 2024-05
2024-01-06,2024-01-06,BNR-104169,Reisekosten,67600,-3079.88,EUR,Tom Berger,DE89370400440532013000,Reisekosten Tom Berger 2024-01
2024-11-22,2024-11-22,BNR-104170,Zahlungseingang,10000,4731.42,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2024-11
2025-01-23,2025-01-23,BNR-104171,Reisekosten,67600,-3891.69,EUR,Tom Berger,DE76543210987654321000,Reisekosten Tom Berger 2025-01
2025-01-11,2025-01-11,BNR-104172,Softwarelizenz,48000,-790.52,EUR,Microsoft,DE89370400440532013000,Softwarelizenz Microsoft 2025-01
2024-01-26,2024-01-26,BNR-104173,Reisekosten,67600,-2001.86,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-01
2025-03-06,2025-03-06,BNR-104174,Zahlungseingang,10000,4851.37,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2025-03
2024-11-15,2024-11-15,BNR-104175,Gehalt,60000,-535.77,EUR,Anna Weber,DE75512108001245126199,Gehalt Anna Weber 2024-11
2025-01-08,2025-01-08,BNR-104176,Softwarelizenz,48000,-484.69,EUR,SAP,DE16530601800000001900,Softwarelizenz SAP 2025-01
2025-02-03,2025-02-03,BNR-104177,Reisekosten,67600,-3642.6,EUR,Anna Weber,DE12345678901234567890,Reisekosten Anna Weber 2025-02
2024-09-06,2024-09-06,BNR-104178,Miete,69000,-1494.62,EUR,Büropark Mitte GmbH,DE16530601800000001900,Miete Büropark Mitte GmbH 2024-09
2025-02-10,2025-02-10,BNR-104179,Miete,69000,-838.48,EUR,Büropark Mitte GmbH,DE12345678901234567890,Miete Büropark Mitte GmbH 2025-02
2024-08-13,2024-08-13,BNR-104180,Gehalt,60000,-2050.03,EUR,Tom Berger,DE76543210987654321000,Gehalt Tom Berger 2024-08
2025-02-15,2025-02-15,BNR-104181,Strom,16000,-395.43,EUR,Microsoft,DE89370400440532013000,Strom Microsoft 2025-02
2024-12-15,2024-12-15,BNR-104182,Strom,16000,-597.85,EUR,SAP,DE76543210987654321000,Strom SAP 2024-12
2024-05-05,2024-05-05,BNR-104183,Miete,69000,-1857.83,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2024-05
2024-08-09,2024-08-09,BNR-104184,Strom,16000,-727.37,EUR,AWS,DE12500105170648489890,Strom AWS 2024-08
2024-10-11,2024-10-11,BNR-104185,Finanzamt Erstattung,17000,1216.26,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Erstattung Finanzamt Berlin 2024-10
2024-07-25,2024-07-25,BNR-104186,Gehalt,60000,-3841.65,EUR,Tom Berger,DE62500105170648482300,Gehalt Tom Berger 2024-07
2024-06-18,2024-06-18,BNR-104187,Strom,16000,-599.93,EUR,AWS,DE44500105175407324931,Strom AWS 2024-06
2025-01-17,2025-01-17,BNR-104188,Finanzamt Erstattung,17000,1951.35,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Erstattung Finanzamt München 2025-01
2024-07-13,2024-07-13,BNR-104189,Zahlungseingang,10000,6150.49,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2024-07
2024-08-25,2024-08-25,BNR-104190,Zahlungseingang,10000,7293.02,EUR,Kundenwelt GmbH,DE12500105170648489890,Zahlungseingang Kundenwelt GmbH 2024-08
2024-07-18,2024-07-18,BNR-104191,Strom,16000,-552.53,EUR,Adobe,DE75512108001245126199,Strom Adobe 2024-07
2024-12-02,2024-12-02,BNR-104192,Finanzamt Zahlung,17000,-2976.93,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Zahlung Finanzamt Köln 2024-12
2025-05-02,2025-05-02,BNR-104193,Zahlungseingang,10000,6592.27,EUR,ACME GmbH,DE75512108001245126199,Zahlungseingang ACME GmbH 2025-05
2024-07-15,2024-07-15,BNR-104194,Zahlungseingang,10000,7570.25,EUR,Industriepartner AG,DE62500105170648482300,Zahlungseingang Industriepartner AG 2024-07
2024-02-03,2024-02-03,BNR-104195,Miete,69000,-1747.71,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-02
2024-06-01,2024-06-01,BNR-104196,Zahlungseingang,10000,4060.09,EUR,Kundenwelt GmbH,DE62500105170648482300,Zahlungseingang Kundenwelt GmbH 2024-06
2025-01-30,2025-01-30,BNR-104197,Finanzamt Erstattung,17000,595.48,EUR,Finanzamt Berlin,DE44500105175407324931,Finanzamt Erstattung Finanzamt Berlin 2025-01
2024-10-19,2024-10-19,BNR-104198,Finanzamt Zahlung,17000,-1068.7,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Zahlung Finanzamt Köln 2024-10
2024-09-05,2024-09-05,BNR-104199,Finanzamt Zahlung,17000,-2702.28,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Zahlung Finanzamt München 2024-09
2025-03-06,2025-03-06,BNR-104200,Finanzamt Erstattung,17000,463.18,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Erstattung Finanzamt Köln 2025-03
2024-06-15,2024-06-15,BNR-104201,Finanzamt Erstattung,17000,1517.44,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Erstattung Finanzamt Berlin 2024-06
2024-11-08,2024-11-08,BNR-104202,Finanzamt Erstattung,17000,371.19,EUR,Finanzamt Berlin,DE75512108001245126199,Finanzamt Erstattung Finanzamt Berlin 2024-11
2024-07-05,2024-07-05,BNR-104203,Strom,16000,-911.07,EUR,Adobe,DE12500105170648489890,Strom Adobe 2024-07
2025-04-06,2025-04-06,BNR-104204,Finanzamt Zahlung,17000,-2839.6,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Zahlung Finanzamt München 2025-04
2024-09-13,2024-09-13,BNR-104205,Finanzamt Erstattung,17000,874.47,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Erstattung Finanzamt München 2024-09
2025-01-02,2025-01-02,BNR-104206,Softwarelizenz,48000,-852.52,EUR,AWS,DE16530601800000001900,Softwarelizenz AWS 2025-01
2024-04-26,2024-04-26,BNR-104207,Gehalt,60000,-3828.06,EUR,Tom Berger,DE75512108001245126199,Gehalt Tom Berger 2024-04
2025-02-18,2025-02-18,BNR-104208,Reisekosten,67600,-1040.24,EUR,Lisa Schmidt,DE89370400440532013000,Reisekosten Lisa Schmidt 2025-02
2024-12-29,2024-12-29,BNR-104209,Softwarelizenz,48000,-997.85,EUR,Stromio Business,DE12345678901234567890,Softwarelizenz Stromio Business 2024-12
2024-01-02,2024-01-02,BNR-104210,Finanzamt Erstattung,17000,337.19,EUR,Finanzamt München,DE12345678901234567890,Finanzamt Erstattung Finanzamt München 2024-01
2024-04-08,2024-04-08,BNR-104211,Zahlungseingang,10000,1163.15,EUR,Industriepartner AG,DE16530601800000001900,Zahlungseingang Industriepartner AG 2024-04
2024-02-04,2024-02-04,BNR-104212,Softwarelizenz,48000,-383.7,EUR,Microsoft,DE62500105170648482300,Softwarelizenz Microsoft 2024-02
2024-09-10,2024-09-10,BNR-104213,Finanzamt Zahlung,17000,-752.87,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Zahlung Finanzamt München 2024-09
2024-10-16,2024-10-16,BNR-104214,Zahlungseingang,10000,2110.16,EUR,Kundenwelt GmbH,DE75512108001245126199,Zahlungseingang Kundenwelt GmbH 2024-10
2024-09-18,2024-09-18,BNR-104215,Softwarelizenz,48000,-358.21,EUR,Stromio Business,DE76543210987654321000,Softwarelizenz Stromio Business 2024-09
2024-01-20,2024-01-20,BNR-104216,Zahlungseingang,10000,5575.45,EUR,ACME GmbH,DE44500105175407324931,Zahlungseingang ACME GmbH 2024-01
2024-06-17,2024-06-17,BNR-104217,Strom,16000,-977.45,EUR,Adobe,DE76543210987654321000,Strom Adobe 2024-06
2024-01-26,2024-01-26,BNR-104218,Zahlungseingang,10000,2872.2,EUR,ACME GmbH,DE75512108001245126199,Zahlungseingang ACME GmbH 2024-01
2024-06-27,2024-06-27,BNR-104219,Softwarelizenz,48000,-597.91,EUR,SAP,DE16530601800000001900,Softwarelizenz SAP 2024-06
2024-11-28,2024-11-28,BNR-104220,Gehalt,60000,-1130.6,EUR,Tom Berger,DE62500105170648482300,Gehalt Tom Berger 2024-11
2024-10-28,2024-10-28,BNR-104221,Strom,16000,-305.64,EUR,SAP,DE62500105170648482300,Strom SAP 2024-10
2024-12-25,2024-12-25,BNR-104222,Miete,69000,-1543.17,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2024-12
2024-08-03,2024-08-03,BNR-104223,Softwarelizenz,48000,-633.43,EUR,SAP,DE44500105175407324931,Softwarelizenz SAP 2024-08
2025-01-20,2025-01-20,BNR-104224,Softwarelizenz,48000,-771.71,EUR,Stromio Business,DE12345678901234567890,Softwarelizenz Stromio Business 2025-01
2024-05-11,2024-05-11,BNR-104225,Zahlungseingang,10000,6209.02,EUR,Kundenwelt GmbH,DE76543210987654321000,Zahlungseingang Kundenwelt GmbH 2024-05
2025-04-09,2025-04-09,BNR-104226,Softwarelizenz,48000,-693.27,EUR,SAP,DE12345678901234567890,Softwarelizenz SAP 2025-04
2024-09-05,2024-09-05,BNR-104227,Strom,16000,-847.04,EUR,Microsoft,DE62500105170648482300,Strom Microsoft 2024-09
2025-03-01,2025-03-01,BNR-104228,Gehalt,60000,-3551.23,EUR,Lisa Schmidt,DE62500105170648482300,Gehalt Lisa Schmidt 2025-03
2024-08-16,2024-08-16,BNR-104229,Strom,16000,-251.49,EUR,Stromio Business,DE12500105170648489890,Strom Stromio Business 2024-08
2025-04-01,2025-04-01,BNR-104230,Strom,16000,-357.03,EUR,Adobe,DE12345678901234567890,Strom Adobe 2025-04
2024-01-22,2024-01-22,BNR-104231,Gehalt,60000,-3700.2,EUR,Lisa Schmidt,DE89370400440532013000,Gehalt Lisa Schmidt 2024-01
2024-04-09,2024-04-09,BNR-104232,Reisekosten,67600,-3556.21,EUR,Tom Berger,DE62500105170648482300,Reisekosten Tom Berger 2024-04
2024-09-04,2024-09-04,BNR-104233,Miete,69000,-1192.57,EUR,Büropark Mitte GmbH,DE16530601800000001900,Miete Büropark Mitte GmbH 2024-09
2024-09-04,2024-09-04,BNR-104234,Softwarelizenz,48000,-463.48,EUR,SAP,DE44500105175407324931,Softwarelizenz SAP 2024-09
2024-04-11,2024-04-11,BNR-104235,Miete,69000,-938.62,EUR,Büropark Mitte GmbH,DE75512108001245126199,Miete Büropark Mitte GmbH 2024-04
2025-03-08,2025-03-08,BNR-104236,Reisekosten,67600,-1525.29,EUR,Lisa Schmidt,DE12500105170648489890,Reisekosten Lisa Schmidt 2025-03
2025-02-13,2025-02-13,BNR-104237,Strom,16000,-578.62,EUR,Adobe,DE12500105170648489890,Strom Adobe 2025-02
2024-12-01,2024-12-01,BNR-104238,Gehalt,60000,-578.64,EUR,Lisa Schmidt,DE89370400440532013000,Gehalt Lisa Schmidt 2024-12
2025-01-15,2025-01-15,BNR-104239,Strom,16000,-394.22,EUR,Microsoft,DE62500105170648482300,Strom Microsoft 2025-01
2024-11-05,2024-11-05,BNR-104240,Strom,16000,-644.5,EUR,SAP,DE75512108001245126199,Strom SAP 2024-11
2024-11-15,2024-11-15,BNR-104241,Finanzamt Erstattung,17000,1814.53,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Erstattung Finanzamt Köln 2024-11
2024-09-26,2024-09-26,BNR-104242,Strom,16000,-468.34,EUR,AWS,DE89370400440532013000,Strom AWS 2024-09
2024-04-20,2024-04-20,BNR-104243,Zahlungseingang,10000,2532.97,EUR,ACME GmbH,DE75512108001245126199,Zahlungseingang ACME GmbH 2024-04
2024-11-27,2024-11-27,BNR-104244,Miete,69000,-1073.35,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-11
2024-11-23,2024-11-23,BNR-104245,Finanzamt Erstattung,17000,1517.11,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Erstattung Finanzamt Köln 2024-11
2024-12-16,2024-12-16,BNR-104246,Zahlungseingang,10000,1072.26,EUR,Kundenwelt GmbH,DE44500105175407324931,Zahlungseingang Kundenwelt GmbH 2024-12
2024-05-11,2024-05-11,BNR-104247,Finanzamt Erstattung,17000,715.55,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Erstattung Finanzamt Köln 2024-05
2024-12-12,2024-12-12,BNR-104248,Gehalt,60000,-1535.31,EUR,Anna Weber,DE75512108001245126199,Gehalt Anna Weber 2024-12
2024-02-29,2024-02-29,BNR-104249,Strom,16000,-529.29,EUR,AWS,DE16530601800000001900,Strom AWS 2024-02
2024-05-13,2024-05-13,BNR-104250,Gehalt,60000,-1966.85,EUR,Anna Weber,DE76543210987654321000,Gehalt Anna Weber 2024-05
2024-06-22,2024-06-22,BNR-104251,Softwarelizenz,48000,-198.61,EUR,Adobe,DE12500105170648489890,Softwarelizenz Adobe 2024-06
2024-12-05,2024-12-05,BNR-104252,Gehalt,60000,-3140.43,EUR,Anna Weber,DE75512108001245126199,Gehalt Anna Weber 2024-12
2024-12-07,2024-12-07,BNR-104253,Miete,69000,-1001.54,EUR,Cowork Space Berlin,DE12345678901234567890,Miete Cowork Space Berlin 2024-12
2024-02-26,2024-02-26,BNR-104254,Gehalt,60000,-2377.01,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2024-02
2024-01-20,2024-01-20,BNR-104255,Finanzamt Erstattung,17000,1786.71,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Erstattung Finanzamt München 2024-01
2025-03-06,2025-03-06,BNR-104256,Gehalt,60000,-1286.61,EUR,Tom Berger,DE12345678901234567890,Gehalt Tom Berger 2025-03
2024-03-31,2024-03-31,BNR-104257,Finanzamt Erstattung,17000,870.42,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2024-03
2024-09-15,2024-09-15,BNR-104258,Gehalt,60000,-2562.94,EUR,Tom Berger,DE12345678901234567890,Gehalt Tom Berger 2024-09
2024-02-22,2024-02-22,BNR-104259,Strom,16000,-279.96,EUR,Adobe,DE44500105175407324931,Strom Adobe 2024-02
2024-04-01,2024-04-01,BNR-104260,Reisekosten,67600,-865.65,EUR,Lisa Schmidt,DE89370400440532013000,Reisekosten Lisa Schmidt 2024-04
2024-02-23,2024-02-23,BNR-104261,Finanzamt Erstattung,17000,143.77,EUR,Finanzamt Berlin,DE75512108001245126199,Finanzamt Erstattung Finanzamt Berlin 2024-02
2024-06-17,2024-06-17,BNR-104262,Miete,69000,-1081.85,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2024-06
2025-05-06,2025-05-06,BNR-104263,Softwarelizenz,48000,-846.61,EUR,Microsoft,DE75512108001245126199,Softwarelizenz Microsoft 2025-05
2024-11-11,2024-11-11,BNR-104264,Zahlungseingang,10000,6690.13,EUR,Kundenwelt GmbH,DE44500105175407324931,Zahlungseingang Kundenwelt GmbH 2024-11
2024-05-08,2024-05-08,BNR-104265,Finanzamt Zahlung,17000,-2057.83,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Zahlung Finanzamt Berlin 2024-05
2024-07-18,2024-07-18,BNR-104266,Reisekosten,67600,-1331.7,EUR,Lisa Schmidt,DE12345678901234567890,Reisekosten Lisa Schmidt 2024-07
2024-07-25,2024-07-25,BNR-104267,Gehalt,60000,-1294.48,EUR,Anna Weber,DE12500105170648489890,Gehalt Anna Weber 2024-07
2025-02-05,2025-02-05,BNR-104268,Finanzamt Erstattung,17000,184.59,EUR,Finanzamt Berlin,DE62500105170648482300,Finanzamt Erstattung Finanzamt Berlin 2025-02
2024-12-15,2024-12-15,BNR-104269,Finanzamt Zahlung,17000,-2306.74,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Zahlung Finanzamt Köln 2024-12
2024-07-04,2024-07-04,BNR-104270,Finanzamt Erstattung,17000,792.39,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Erstattung Finanzamt Köln 2024-07
2024-02-24,2024-02-24,BNR-104271,Finanzamt Zahlung,17000,-1253.82,EUR,Finanzamt München,DE44500105175407324931,Finanzamt Zahlung Finanzamt München 2024-02
2024-11-21,2024-11-21,BNR-104272,Miete,69000,-1255.87,EUR,Cowork Space Berlin,DE12345678901234567890,Miete Cowork Space Berlin 2024-11
2025-03-10,2025-03-10,BNR-104273,Softwarelizenz,48000,-280.89,EUR,Adobe,DE12500105170648489890,Softwarelizenz Adobe 2025-03
2024-07-22,2024-07-22,BNR-104274,Finanzamt Erstattung,17000,1454.46,EUR,Finanzamt München,DE76543210987654321000,Finanzamt Erstattung Finanzamt München 2024-07
2024-09-29,2024-09-29,BNR-104275,Gehalt,60000,-1974.3,EUR,Anna Weber,DE62500105170648482300,Gehalt Anna Weber 2024-09
2025-04-12,2025-04-12,BNR-104276,Miete,69000,-1687.65,EUR,Büropark Mitte GmbH,DE12345678901234567890,Miete Büropark Mitte GmbH 2025-04
2024-10-27,2024-10-27,BNR-104277,Finanzamt Zahlung,17000,-1471.74,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Zahlung Finanzamt Köln 2024-10
2024-08-03,2024-08-03,BNR-104278,Reisekosten,67600,-3365.15,EUR,Tom Berger,DE62500105170648482300,Reisekosten Tom Berger 2024-08
2024-08-03,2024-08-03,BNR-104279,Miete,69000,-1897.54,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-08
2024-04-15,2024-04-15,BNR-104280,Finanzamt Erstattung,17000,591.05,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2024-04
2024-02-06,2024-02-06,BNR-104281,Zahlungseingang,10000,6145.74,EUR,Kundenwelt GmbH,DE62500105170648482300,Zahlungseingang Kundenwelt GmbH 2024-02
2025-03-30,2025-03-30,BNR-104282,Strom,16000,-501.94,EUR,SAP,DE76543210987654321000,Strom SAP 2025-03
2024-03-05,2024-03-05,BNR-104283,Zahlungseingang,10000,7788.82,EUR,ACME GmbH,DE12345678901234567890,Zahlungseingang ACME GmbH 2024-03
2025-01-31,2025-01-31,BNR-104284,Finanzamt Zahlung,17000,-969.95,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Zahlung Finanzamt München 2025-01
2025-01-18,2025-01-18,BNR-104285,Strom,16000,-807.64,EUR,AWS,DE16530601800000001900,Strom AWS 2025-01
2024-01-29,2024-01-29,BNR-104286,Strom,16000,-113.88,EUR,SAP,DE12500105170648489890,Strom SAP 2024-01
2024-04-15,2024-04-15,BNR-104287,Zahlungseingang,10000,6023.07,EUR,Kundenwelt GmbH,DE12345678901234567890,Zahlungseingang Kundenwelt GmbH 2024-04
2024-12-07,2024-12-07,BNR-104288,Finanzamt Zahlung,17000,-548.4,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Zahlung Finanzamt Berlin 2024-12
2025-03-13,2025-03-13,BNR-104289,Finanzamt Zahlung,17000,-1285.48,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2025-03
2024-02-17,2024-02-17,BNR-104290,Finanzamt Zahlung,17000,-914.29,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2024-02
2024-09-20,2024-09-20,BNR-104291,Reisekosten,67600,-611.13,EUR,Lisa Schmidt,DE12500105170648489890,Reisekosten Lisa Schmidt 2024-09
2024-07-08,2024-07-08,BNR-104292,Finanzamt Erstattung,17000,344.09,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Erstattung Finanzamt München 2024-07
2024-06-20,2024-06-20,BNR-104293,Finanzamt Zahlung,17000,-886.37,EUR,Finanzamt München,DE12500105170648489890,Finanzamt Zahlung Finanzamt München 2024-06
2024-10-30,2024-10-30,BNR-104294,Reisekosten,67600,-3785.87,EUR,Lisa Schmidt,DE16530601800000001900,Reisekosten Lisa Schmidt 2024-10
2024-06-09,2024-06-09,BNR-104295,Finanzamt Zahlung,17000,-2656.59,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Zahlung Finanzamt München 2024-06
2024-12-29,2024-12-29,BNR-104296,Miete,69000,-1332.63,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-12
2024-11-15,2024-11-15,BNR-104297,Gehalt,60000,-2558.47,EUR,Lisa Schmidt,DE89370400440532013000,Gehalt Lisa Schmidt 2024-11
2024-05-29,2024-05-29,BNR-104298,Gehalt,60000,-3564.95,EUR,Lisa Schmidt,DE16530601800000001900,Gehalt Lisa Schmidt 2024-05
2024-02-17,2024-02-17,BNR-104299,Zahlungseingang,10000,6278.3,EUR,Meyer & Co KG,DE76543210987654321000,Zahlungseingang Meyer & Co KG 2024-02
2024-04-08,2024-04-08,BNR-104300,Strom,16000,-983.71,EUR,AWS,DE12345678901234567890,Strom AWS 2024-04
2024-02-15,2024-02-15,BNR-104301,Reisekosten,67600,-2093.84,EUR,Lisa Schmidt,DE89370400440532013000,Reisekosten Lisa Schmidt 2024-02
2024-11-24,2024-11-24,BNR-104302,Zahlungseingang,10000,2846.02,EUR,Meyer & Co KG,DE12500105170648489890,Zahlungseingang Meyer & Co KG 2024-11
2024-12-19,2024-12-19,BNR-104303,Strom,16000,-299.04,EUR,Stromio Business,DE89370400440532013000,Strom Stromio Business 2024-12
2024-04-15,2024-04-15,BNR-104304,Zahlungseingang,10000,7188.66,EUR,Meyer & Co KG,DE75512108001245126199,Zahlungseingang Meyer & Co KG 2024-04
2025-03-06,2025-03-06,BNR-104305,Finanzamt Erstattung,17000,1063.66,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Erstattung Finanzamt Köln 2025-03
2025-03-05,2025-03-05,BNR-104306,Strom,16000,-900.81,EUR,SAP,DE75512108001245126199,Strom SAP 2025-03
2024-01-04,2024-01-04,BNR-104307,Softwarelizenz,48000,-766.3,EUR,SAP,DE12345678901234567890,Softwarelizenz SAP 2024-01
2024-08-29,2024-08-29,BNR-104308,Reisekosten,67600,-956.63,EUR,Anna Weber,DE76543210987654321000,Reisekosten Anna Weber 2024-08
2025-04-06,2025-04-06,BNR-104309,Strom,16000,-315.1,EUR,SAP,DE89370400440532013000,Strom SAP 2025-04
2024-06-01,2024-06-01,BNR-104310,Finanzamt Erstattung,17000,406.73,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Erstattung Finanzamt Köln 2024-06
2024-07-24,2024-07-24,BNR-104311,Reisekosten,67600,-3253.97,EUR,Tom Berger,DE75512108001245126199,Reisekosten Tom Berger 2024-07
2024-06-26,2024-06-26,BNR-104312,Zahlungseingang,10000,6003.93,EUR,Meyer & Co KG,DE89370400440532013000,Zahlungseingang Meyer & Co KG 2024-06
2024-07-31,2024-07-31,BNR-104313,Gehalt,60000,-3558.98,EUR,Anna Weber,DE44500105175407324931,Gehalt Anna Weber 2024-07
2024-03-05,2024-03-05,BNR-104314,Gehalt,60000,-3948.13,EUR,Anna Weber,DE16530601800000001900,Gehalt Anna Weber 2024-03
2024-07-08,2024-07-08,BNR-104315,Gehalt,60000,-1486.83,EUR,Tom Berger,DE62500105170648482300,Gehalt Tom Berger 2024-07
